filepath,label,source_type,frame_index,video_id,frame_count
data/skeletons/call/call (6)_frame_024.jpg,call,red_dot_image,24,call_call (6),
data/skeletons/call/call (6)_frame_025.jpg,call,red_dot_image,25,call_call (6),
data/skeletons/call/call (6)_frame_026.jpg,call,red_dot_image,26,call_call (6),
data/skeletons/call/call (6)_frame_027.jpg,call,red_dot_image,27,call_call (6),
data/skeletons/call/call (6)_frame_028.jpg,call,red_dot_image,28,call_call (6),
data/skeletons/call/call (6)_frame_029.jpg,call,red_dot_image,29,call_call (6),
data/skeletons/call/call (6)_frame_030.jpg,call,red_dot_image,30,call_call (6),
data/skeletons/call/call (6)_frame_031.jpg,call,red_dot_image,31,call_call (6),
data/skeletons/call/call (6)_frame_032.jpg,call,red_dot_image,32,call_call (6),
data/skeletons/call/call (6)_frame_033.jpg,call,red_dot_image,33,call_call (6),
data/skeletons/call/call (6)_frame_034.jpg,call,red_dot_image,34,call_call (6),
data/skeletons/call/call (6)_frame_035.jpg,call,red_dot_image,35,call_call (6),
data/skeletons/call/call (6)_frame_036.jpg,call,red_dot_image,36,call_call (6),
data/landmarks/call/call (7).npy,call,landmark_vector,,call_call (7),40
data/skeletons/call/call (7)_frame_000.jpg,call,red_dot_image,0,call_call (7),
data/skeletons/call/call (7)_frame_001.jpg,call,red_dot_image,1,call_call (7),
data/skeletons/call/call (7)_frame_002.jpg,call,red_dot_image,2,call_call (7),
data/skeletons/call/call (7)_frame_003.jpg,call,red_dot_image,3,call_call (7),
data/skeletons/call/call (7)_frame_004.jpg,call,red_dot_image,4,call_call (7),
data/skeletons/call/call (7)_frame_005.jpg,call,red_dot_image,5,call_call (7),
data/skeletons/call/call (7)_frame_006.jpg,call,red_dot_image,6,call_call (7),
data/skeletons/call/call (7)_frame_007.jpg,call,red_dot_image,7,call_call (7),
data/skeletons/call/call (7)_frame_008.jpg,call,red_dot_image,8,call_call (7),
data/skeletons/call/call (7)_frame_009.jpg,call,red_dot_image,9,call_call (7),
data/skeletons/call/call (7)_frame_010.jpg,call,red_dot_image,10,call_call (7),
data/skeletons/call/call (7)_frame_011.jpg,call,red_dot_image,11,call_call (7),
data/skeletons/call/call (7)_frame_012.jpg,call,red_dot_image,12,call_call (7),
data/skeletons/call/call (7)_frame_013.jpg,call,red_dot_image,13,call_call (7),
data/skeletons/call/call (7)_frame_014.jpg,call,red_dot_image,14,call_call (7),
data/skeletons/call/call (7)_frame_015.jpg,call,red_dot_image,15,call_call (7),
data/skeletons/call/call (7)_frame_016.jpg,call,red_dot_image,16,call_call (7),
data/skeletons/call/call (7)_frame_017.jpg,call,red_dot_image,17,call_call (7),
data/skeletons/call/call (7)_frame_018.jpg,call,red_dot_image,18,call_call (7),
data/skeletons/call/call (7)_frame_019.jpg,call,red_dot_image,19,call_call (7),
data/skeletons/call/call (7)_frame_020.jpg,call,red_dot_image,20,call_call (7),
data/skeletons/call/call (7)_frame_021.jpg,call,red_dot_image,21,call_call (7),
data/skeletons/call/call (7)_frame_022.jpg,call,red_dot_image,22,call_call (7),
data/skeletons/call/call (7)_frame_023.jpg,call,red_dot_image,23,call_call (7),
data/skeletons/call/call (7)_frame_024.jpg,call,red_dot_image,24,call_call (7),
data/skeletons/call/call (7)_frame_025.jpg,call,red_dot_image,25,call_call (7),
data/skeletons/call/call (7)_frame_026.jpg,call,red_dot_image,26,call_call (7),
data/skeletons/call/call (7)_frame_027.jpg,call,red_dot_image,27,call_call (7),
data/skeletons/call/call (7)_frame_028.jpg,call,red_dot_image,28,call_call (7),
data/skeletons/call/call (7)_frame_029.jpg,call,red_dot_image,29,call_call (7),
data/skeletons/call/call (7)_frame_030.jpg,call,red_dot_image,30,call_call (7),
data/skeletons/call/call (7)_frame_031.jpg,call,red_dot_image,31,call_call (7),
data/skeletons/call/call (7)_frame_032.jpg,call,red_dot_image,32,call_call (7),
data/skeletons/call/call (7)_frame_033.jpg,call,red_dot_image,33,call_call (7),
data/skeletons/call/call (7)_frame_034.jpg,call,red_dot_image,34,call_call (7),
data/skeletons/call/call (7)_frame_035.jpg,call,red_dot_image,35,call_call (7),
data/skeletons/call/call (7)_frame_036.jpg,call,red_dot_image,36,call_call (7),
data/skeletons/call/call (7)_frame_037.jpg,call,red_dot_image,37,call_call (7),
data/skeletons/call/call (7)_frame_038.jpg,call,red_dot_image,38,call_call (7),
data/skeletons/call/call (7)_frame_039.jpg,call,red_dot_image,39,call_call (7),
data/landmarks/call/call (8).npy,call,landmark_vector,,call_call (8),34
data/skeletons/call/call (8)_frame_000.jpg,call,red_dot_image,0,call_call (8),
data/skeletons/call/call (8)_frame_001.jpg,call,red_dot_image,1,call_call (8),
data/skeletons/call/call (8)_frame_002.jpg,call,red_dot_image,2,call_call (8),
data/skeletons/call/call (8)_frame_003.jpg,call,red_dot_image,3,call_call (8),
data/skeletons/call/call (8)_frame_004.jpg,call,red_dot_image,4,call_call (8),
data/skeletons/call/call (8)_frame_005.jpg,call,red_dot_image,5,call_call (8),
data/skeletons/call/call (8)_frame_006.jpg,call,red_dot_image,6,call_call (8),
data/skeletons/call/call (8)_frame_007.jpg,call,red_dot_image,7,call_call (8),
data/skeletons/call/call (8)_frame_008.jpg,call,red_dot_image,8,call_call (8),
data/skeletons/call/call (8)_frame_009.jpg,call,red_dot_image,9,call_call (8),
data/skeletons/call/call (8)_frame_010.jpg,call,red_dot_image,10,call_call (8),
data/skeletons/call/call (8)_frame_011.jpg,call,red_dot_image,11,call_call (8),
data/skeletons/call/call (8)_frame_012.jpg,call,red_dot_image,12,call_call (8),
data/skeletons/call/call (8)_frame_013.jpg,call,red_dot_image,13,call_call (8),
data/skeletons/call/call (8)_frame_014.jpg,call,red_dot_image,14,call_call (8),
data/skeletons/call/call (8)_frame_015.jpg,call,red_dot_image,15,call_call (8),
data/skeletons/call/call (8)_frame_016.jpg,call,red_dot_image,16,call_call (8),
data/skeletons/call/call (8)_frame_017.jpg,call,red_dot_image,17,call_call (8),
data/skeletons/call/call (8)_frame_018.jpg,call,red_dot_image,18,call_call (8),
data/skeletons/call/call (8)_frame_019.jpg,call,red_dot_image,19,call_call (8),
data/skeletons/call/call (8)_frame_020.jpg,call,red_dot_image,20,call_call (8),
data/skeletons/call/call (8)_frame_021.jpg,call,red_dot_image,21,call_call (8),
data/skeletons/call/call (8)_frame_022.jpg,call,red_dot_image,22,call_call (8),
data/skeletons/call/call (8)_frame_023.jpg,call,red_dot_image,23,call_call (8),
data/skeletons/call/call (8)_frame_024.jpg,call,red_dot_image,24,call_call (8),
data/skeletons/call/call (8)_frame_025.jpg,call,red_dot_image,25,call_call (8),
data/skeletons/call/call (8)_frame_026.jpg,call,red_dot_image,26,call_call (8),
data/skeletons/call/call (8)_frame_027.jpg,call,red_dot_image,27,call_call (8),
data/skeletons/call/call (8)_frame_028.jpg,call,red_dot_image,28,call_call (8),
data/skeletons/call/call (8)_frame_029.jpg,call,red_dot_image,29,call_call (8),
data/skeletons/call/call (8)_frame_030.jpg,call,red_dot_image,30,call_call (8),
data/skeletons/call/call (8)_frame_031.jpg,call,red_dot_image,31,call_call (8),
data/skeletons/call/call (8)_frame_032.jpg,call,red_dot_image,32,call_call (8),
data/skeletons/call/call (8)_frame_033.jpg,call,red_dot_image,33,call_call (8),
data/landmarks/call/call (9).npy,call,landmark_vector,,call_call (9),34
data/skeletons/call/call (9)_frame_000.jpg,call,red_dot_image,0,call_call (9),
data/skeletons/call/call (9)_frame_001.jpg,call,red_dot_image,1,call_call (9),
data/skeletons/call/call (9)_frame_002.jpg,call,red_dot_image,2,call_call (9),
data/skeletons/call/call (9)_frame_003.jpg,call,red_dot_image,3,call_call (9),
data/skeletons/call/call (9)_frame_004.jpg,call,red_dot_image,4,call_call (9),
data/skeletons/call/call (9)_frame_005.jpg,call,red_dot_image,5,call_call (9),
data/skeletons/call/call (9)_frame_006.jpg,call,red_dot_image,6,call_call (9),
data/skeletons/call/call (9)_frame_007.jpg,call,red_dot_image,7,call_call (9),
data/skeletons/call/call (9)_frame_008.jpg,call,red_dot_image,8,call_call (9),
data/skeletons/call/call (9)_frame_009.jpg,call,red_dot_image,9,call_call (9),
data/skeletons/call/call (9)_frame_010.jpg,call,red_dot_image,10,call_call (9),
data/skeletons/call/call (9)_frame_011.jpg,call,red_dot_image,11,call_call (9),
data/skeletons/call/call (9)_frame_012.jpg,call,red_dot_image,12,call_call (9),
data/skeletons/call/call (9)_frame_013.jpg,call,red_dot_image,13,call_call (9),
data/skeletons/call/call (9)_frame_014.jpg,call,red_dot_image,14,call_call (9),
data/skeletons/call/call (9)_frame_015.jpg,call,red_dot_image,15,call_call (9),
data/skeletons/call/call (9)_frame_016.jpg,call,red_dot_image,16,call_call (9),
data/skeletons/call/call (9)_frame_017.jpg,call,red_dot_image,17,call_call (9),
data/skeletons/call/call (9)_frame_018.jpg,call,red_dot_image,18,call_call (9),
data/skeletons/call/call (9)_frame_019.jpg,call,red_dot_image,19,call_call (9),
data/skeletons/call/call (9)_frame_020.jpg,call,red_dot_image,20,call_call (9),
data/skeletons/call/call (9)_frame_021.jpg,call,red_dot_image,21,call_call (9),
data/skeletons/call/call (9)_frame_022.jpg,call,red_dot_image,22,call_call (9),
data/skeletons/call/call (9)_frame_023.jpg,call,red_dot_image,23,call_call (9),
data/skeletons/call/call (9)_frame_024.jpg,call,red_dot_image,24,call_call (9),
data/skeletons/call/call (9)_frame_025.jpg,call,red_dot_image,25,call_call (9),
data/skeletons/call/call (9)_frame_026.jpg,call,red_dot_image,26,call_call (9),
data/skeletons/call/call (9)_frame_027.jpg,call,red_dot_image,27,call_call (9),
data/skeletons/call/call (9)_frame_028.jpg,call,red_dot_image,28,call_call (9),
data/skeletons/call/call (9)_frame_029.jpg,call,red_dot_image,29,call_call (9),
data/skeletons/call/call (9)_frame_030.jpg,call,red_dot_image,30,call_call (9),
data/skeletons/call/call (9)_frame_031.jpg,call,red_dot_image,31,call_call (9),
data/skeletons/call/call (9)_frame_032.jpg,call,red_dot_image,32,call_call (9),
data/skeletons/call/call (9)_frame_033.jpg,call,red_dot_image,33,call_call (9),
data/landmarks/can/can (1).npy,can,landmark_vector,,can_can (1),39
data/skeletons/can/can (1)_frame_000.jpg,can,red_dot_image,0,can_can (1),
data/skeletons/can/can (1)_frame_001.jpg,can,red_dot_image,1,can_can (1),
data/skeletons/can/can (1)_frame_002.jpg,can,red_dot_image,2,can_can (1),
data/skeletons/can/can (1)_frame_003.jpg,can,red_dot_image,3,can_can (1),
data/skeletons/can/can (1)_frame_004.jpg,can,red_dot_image,4,can_can (1),
data/skeletons/can/can (1)_frame_005.jpg,can,red_dot_image,5,can_can (1),
data/skeletons/can/can (1)_frame_006.jpg,can,red_dot_image,6,can_can (1),
data/skeletons/can/can (1)_frame_007.jpg,can,red_dot_image,7,can_can (1),
data/skeletons/can/can (1)_frame_008.jpg,can,red_dot_image,8,can_can (1),
data/skeletons/can/can (1)_frame_009.jpg,can,red_dot_image,9,can_can (1),
data/skeletons/can/can (1)_frame_010.jpg,can,red_dot_image,10,can_can (1),
data/skeletons/can/can (1)_frame_011.jpg,can,red_dot_image,11,can_can (1),
data/skeletons/can/can (1)_frame_012.jpg,can,red_dot_image,12,can_can (1),
data/skeletons/can/can (1)_frame_013.jpg,can,red_dot_image,13,can_can (1),
data/skeletons/can/can (1)_frame_014.jpg,can,red_dot_image,14,can_can (1),
data/skeletons/can/can (1)_frame_015.jpg,can,red_dot_image,15,can_can (1),
data/skeletons/can/can (1)_frame_016.jpg,can,red_dot_image,16,can_can (1),
data/skeletons/can/can (1)_frame_017.jpg,can,red_dot_image,17,can_can (1),
data/skeletons/can/can (1)_frame_018.jpg,can,red_dot_image,18,can_can (1),
data/skeletons/can/can (1)_frame_019.jpg,can,red_dot_image,19,can_can (1),
data/skeletons/can/can (1)_frame_020.jpg,can,red_dot_image,20,can_can (1),
data/skeletons/can/can (1)_frame_021.jpg,can,red_dot_image,21,can_can (1),
data/skeletons/can/can (1)_frame_022.jpg,can,red_dot_image,22,can_can (1),
data/skeletons/can/can (1)_frame_023.jpg,can,red_dot_image,23,can_can (1),
data/skeletons/can/can (1)_frame_024.jpg,can,red_dot_image,24,can_can (1),
data/skeletons/can/can (1)_frame_025.jpg,can,red_dot_image,25,can_can (1),
data/skeletons/can/can (1)_frame_026.jpg,can,red_dot_image,26,can_can (1),
data/skeletons/can/can (1)_frame_027.jpg,can,red_dot_image,27,can_can (1),
data/skeletons/can/can (1)_frame_028.jpg,can,red_dot_image,28,can_can (1),
data/skeletons/can/can (1)_frame_029.jpg,can,red_dot_image,29,can_can (1),
data/skeletons/can/can (1)_frame_030.jpg,can,red_dot_image,30,can_can (1),
data/skeletons/can/can (1)_frame_031.jpg,can,red_dot_image,31,can_can (1),
data/skeletons/can/can (1)_frame_032.jpg,can,red_dot_image,32,can_can (1),
data/skeletons/can/can (1)_frame_033.jpg,can,red_dot_image,33,can_can (1),
data/skeletons/can/can (1)_frame_034.jpg,can,red_dot_image,34,can_can (1),
data/skeletons/can/can (1)_frame_035.jpg,can,red_dot_image,35,can_can (1),
data/skeletons/can/can (1)_frame_036.jpg,can,red_dot_image,36,can_can (1),
data/skeletons/can/can (1)_frame_037.jpg,can,red_dot_image,37,can_can (1),
data/skeletons/can/can (1)_frame_038.jpg,can,red_dot_image,38,can_can (1),
data/landmarks/can/can (2).npy,can,landmark_vector,,can_can (2),20
data/skeletons/can/can (2)_frame_000.jpg,can,red_dot_image,0,can_can (2),
data/skeletons/can/can (2)_frame_001.jpg,can,red_dot_image,1,can_can (2),
data/skeletons/can/can (2)_frame_002.jpg,can,red_dot_image,2,can_can (2),
data/skeletons/can/can (2)_frame_003.jpg,can,red_dot_image,3,can_can (2),
data/skeletons/can/can (2)_frame_004.jpg,can,red_dot_image,4,can_can (2),
data/skeletons/can/can (2)_frame_005.jpg,can,red_dot_image,5,can_can (2),
data/skeletons/can/can (2)_frame_006.jpg,can,red_dot_image,6,can_can (2),
data/skeletons/can/can (2)_frame_007.jpg,can,red_dot_image,7,can_can (2),
data/skeletons/can/can (2)_frame_008.jpg,can,red_dot_image,8,can_can (2),
data/skeletons/can/can (2)_frame_009.jpg,can,red_dot_image,9,can_can (2),
data/skeletons/can/can (2)_frame_010.jpg,can,red_dot_image,10,can_can (2),
data/skeletons/can/can (2)_frame_011.jpg,can,red_dot_image,11,can_can (2),
data/skeletons/can/can (2)_frame_012.jpg,can,red_dot_image,12,can_can (2),
data/skeletons/can/can (2)_frame_013.jpg,can,red_dot_image,13,can_can (2),
data/skeletons/can/can (2)_frame_014.jpg,can,red_dot_image,14,can_can (2),
data/skeletons/can/can (2)_frame_015.jpg,can,red_dot_image,15,can_can (2),
data/skeletons/can/can (2)_frame_016.jpg,can,red_dot_image,16,can_can (2),
data/skeletons/can/can (2)_frame_017.jpg,can,red_dot_image,17,can_can (2),
data/skeletons/can/can (2)_frame_018.jpg,can,red_dot_image,18,can_can (2),
data/skeletons/can/can (2)_frame_019.jpg,can,red_dot_image,19,can_can (2),
data/landmarks/can/can (3).npy,can,landmark_vector,,can_can (3),38
data/skeletons/can/can (3)_frame_000.jpg,can,red_dot_image,0,can_can (3),
data/skeletons/can/can (3)_frame_001.jpg,can,red_dot_image,1,can_can (3),
data/skeletons/can/can (3)_frame_002.jpg,can,red_dot_image,2,can_can (3),
data/skeletons/can/can (3)_frame_003.jpg,can,red_dot_image,3,can_can (3),
data/skeletons/can/can (3)_frame_004.jpg,can,red_dot_image,4,can_can (3),
data/skeletons/can/can (3)_frame_005.jpg,can,red_dot_image,5,can_can (3),
data/skeletons/can/can (3)_frame_006.jpg,can,red_dot_image,6,can_can (3),
data/skeletons/can/can (3)_frame_007.jpg,can,red_dot_image,7,can_can (3),
data/skeletons/can/can (3)_frame_008.jpg,can,red_dot_image,8,can_can (3),
data/skeletons/can/can (3)_frame_009.jpg,can,red_dot_image,9,can_can (3),
data/skeletons/can/can (3)_frame_010.jpg,can,red_dot_image,10,can_can (3),
data/skeletons/can/can (3)_frame_011.jpg,can,red_dot_image,11,can_can (3),
data/skeletons/can/can (3)_frame_012.jpg,can,red_dot_image,12,can_can (3),
data/skeletons/can/can (3)_frame_013.jpg,can,red_dot_image,13,can_can (3),
data/skeletons/can/can (3)_frame_014.jpg,can,red_dot_image,14,can_can (3),
data/skeletons/can/can (3)_frame_015.jpg,can,red_dot_image,15,can_can (3),
data/skeletons/can/can (3)_frame_016.jpg,can,red_dot_image,16,can_can (3),
data/skeletons/can/can (3)_frame_017.jpg,can,red_dot_image,17,can_can (3),
data/skeletons/can/can (3)_frame_018.jpg,can,red_dot_image,18,can_can (3),
data/skeletons/can/can (3)_frame_019.jpg,can,red_dot_image,19,can_can (3),
data/skeletons/can/can (3)_frame_020.jpg,can,red_dot_image,20,can_can (3),
data/skeletons/can/can (3)_frame_021.jpg,can,red_dot_image,21,can_can (3),
data/skeletons/can/can (3)_frame_022.jpg,can,red_dot_image,22,can_can (3),
data/skeletons/can/can (3)_frame_023.jpg,can,red_dot_image,23,can_can (3),
data/skeletons/can/can (3)_frame_024.jpg,can,red_dot_image,24,can_can (3),
data/skeletons/can/can (3)_frame_025.jpg,can,red_dot_image,25,can_can (3),
data/skeletons/can/can (3)_frame_026.jpg,can,red_dot_image,26,can_can (3),
data/skeletons/can/can (3)_frame_027.jpg,can,red_dot_image,27,can_can (3),
data/skeletons/can/can (3)_frame_028.jpg,can,red_dot_image,28,can_can (3),
data/skeletons/can/can (3)_frame_029.jpg,can,red_dot_image,29,can_can (3),
data/skeletons/can/can (3)_frame_030.jpg,can,red_dot_image,30,can_can (3),
data/skeletons/can/can (3)_frame_031.jpg,can,red_dot_image,31,can_can (3),
data/skeletons/can/can (3)_frame_032.jpg,can,red_dot_image,32,can_can (3),
data/skeletons/can/can (3)_frame_033.jpg,can,red_dot_image,33,can_can (3),
data/skeletons/can/can (3)_frame_034.jpg,can,red_dot_image,34,can_can (3),
data/skeletons/can/can (3)_frame_035.jpg,can,red_dot_image,35,can_can (3),
data/skeletons/can/can (3)_frame_036.jpg,can,red_dot_image,36,can_can (3),
data/skeletons/can/can (3)_frame_037.jpg,can,red_dot_image,37,can_can (3),
data/landmarks/can/can (4).npy,can,landmark_vector,,can_can (4),35
data/skeletons/can/can (4)_frame_000.jpg,can,red_dot_image,0,can_can (4),
data/skeletons/can/can (4)_frame_001.jpg,can,red_dot_image,1,can_can (4),
data/skeletons/can/can (4)_frame_002.jpg,can,red_dot_image,2,can_can (4),
data/skeletons/can/can (4)_frame_003.jpg,can,red_dot_image,3,can_can (4),
data/skeletons/can/can (4)_frame_004.jpg,can,red_dot_image,4,can_can (4),
data/skeletons/can/can (4)_frame_005.jpg,can,red_dot_image,5,can_can (4),
data/skeletons/can/can (4)_frame_006.jpg,can,red_dot_image,6,can_can (4),
data/skeletons/can/can (4)_frame_007.jpg,can,red_dot_image,7,can_can (4),
data/skeletons/can/can (4)_frame_008.jpg,can,red_dot_image,8,can_can (4),
data/skeletons/can/can (4)_frame_009.jpg,can,red_dot_image,9,can_can (4),
data/skeletons/can/can (4)_frame_010.jpg,can,red_dot_image,10,can_can (4),
data/skeletons/can/can (4)_frame_011.jpg,can,red_dot_image,11,can_can (4),
data/skeletons/can/can (4)_frame_012.jpg,can,red_dot_image,12,can_can (4),
data/skeletons/can/can (4)_frame_013.jpg,can,red_dot_image,13,can_can (4),
data/skeletons/can/can (4)_frame_014.jpg,can,red_dot_image,14,can_can (4),
data/skeletons/can/can (4)_frame_015.jpg,can,red_dot_image,15,can_can (4),
data/skeletons/can/can (4)_frame_016.jpg,can,red_dot_image,16,can_can (4),
data/skeletons/can/can (4)_frame_017.jpg,can,red_dot_image,17,can_can (4),
data/skeletons/can/can (4)_frame_018.jpg,can,red_dot_image,18,can_can (4),
data/skeletons/can/can (4)_frame_019.jpg,can,red_dot_image,19,can_can (4),
data/skeletons/can/can (4)_frame_020.jpg,can,red_dot_image,20,can_can (4),
data/skeletons/can/can (4)_frame_021.jpg,can,red_dot_image,21,can_can (4),
data/skeletons/can/can (4)_frame_022.jpg,can,red_dot_image,22,can_can (4),
data/skeletons/can/can (4)_frame_023.jpg,can,red_dot_image,23,can_can (4),
data/skeletons/can/can (4)_frame_024.jpg,can,red_dot_image,24,can_can (4),
data/skeletons/can/can (4)_frame_025.jpg,can,red_dot_image,25,can_can (4),
data/skeletons/can/can (4)_frame_026.jpg,can,red_dot_image,26,can_can (4),
data/skeletons/can/can (4)_frame_027.jpg,can,red_dot_image,27,can_can (4),
data/skeletons/can/can (4)_frame_028.jpg,can,red_dot_image,28,can_can (4),
data/skeletons/can/can (4)_frame_029.jpg,can,red_dot_image,29,can_can (4),
data/skeletons/can/can (4)_frame_030.jpg,can,red_dot_image,30,can_can (4),
data/skeletons/can/can (4)_frame_031.jpg,can,red_dot_image,31,can_can (4),
data/skeletons/can/can (4)_frame_032.jpg,can,red_dot_image,32,can_can (4),
data/skeletons/can/can (4)_frame_033.jpg,can,red_dot_image,33,can_can (4),
data/skeletons/can/can (4)_frame_034.jpg,can,red_dot_image,34,can_can (4),
data/landmarks/can/can (5).npy,can,landmark_vector,,can_can (5),39
data/skeletons/can/can (5)_frame_000.jpg,can,red_dot_image,0,can_can (5),
data/skeletons/can/can (5)_frame_001.jpg,can,red_dot_image,1,can_can (5),
data/skeletons/can/can (5)_frame_002.jpg,can,red_dot_image,2,can_can (5),
data/skeletons/can/can (5)_frame_003.jpg,can,red_dot_image,3,can_can (5),
data/skeletons/can/can (5)_frame_004.jpg,can,red_dot_image,4,can_can (5),
data/skeletons/can/can (5)_frame_005.jpg,can,red_dot_image,5,can_can (5),
data/skeletons/can/can (5)_frame_006.jpg,can,red_dot_image,6,can_can (5),
data/skeletons/can/can (5)_frame_007.jpg,can,red_dot_image,7,can_can (5),
data/skeletons/can/can (5)_frame_008.jpg,can,red_dot_image,8,can_can (5),
data/skeletons/can/can (5)_frame_009.jpg,can,red_dot_image,9,can_can (5),
data/skeletons/can/can (5)_frame_010.jpg,can,red_dot_image,10,can_can (5),
data/skeletons/can/can (5)_frame_011.jpg,can,red_dot_image,11,can_can (5),
data/skeletons/can/can (5)_frame_012.jpg,can,red_dot_image,12,can_can (5),
data/skeletons/can/can (5)_frame_013.jpg,can,red_dot_image,13,can_can (5),
data/skeletons/can/can (5)_frame_014.jpg,can,red_dot_image,14,can_can (5),
data/skeletons/can/can (5)_frame_015.jpg,can,red_dot_image,15,can_can (5),
data/skeletons/can/can (5)_frame_016.jpg,can,red_dot_image,16,can_can (5),
data/skeletons/can/can (5)_frame_017.jpg,can,red_dot_image,17,can_can (5),
data/skeletons/can/can (5)_frame_018.jpg,can,red_dot_image,18,can_can (5),
data/skeletons/can/can (5)_frame_019.jpg,can,red_dot_image,19,can_can (5),
data/skeletons/can/can (5)_frame_020.jpg,can,red_dot_image,20,can_can (5),
data/skeletons/can/can (5)_frame_021.jpg,can,red_dot_image,21,can_can (5),
data/skeletons/can/can (5)_frame_022.jpg,can,red_dot_image,22,can_can (5),
data/skeletons/can/can (5)_frame_023.jpg,can,red_dot_image,23,can_can (5),
data/skeletons/can/can (5)_frame_024.jpg,can,red_dot_image,24,can_can (5),
data/skeletons/can/can (5)_frame_025.jpg,can,red_dot_image,25,can_can (5),
data/skeletons/can/can (5)_frame_026.jpg,can,red_dot_image,26,can_can (5),
data/skeletons/can/can (5)_frame_027.jpg,can,red_dot_image,27,can_can (5),
data/skeletons/can/can (5)_frame_028.jpg,can,red_dot_image,28,can_can (5),
data/skeletons/can/can (5)_frame_029.jpg,can,red_dot_image,29,can_can (5),
data/skeletons/can/can (5)_frame_030.jpg,can,red_dot_image,30,can_can (5),
data/skeletons/can/can (5)_frame_031.jpg,can,red_dot_image,31,can_can (5),
data/skeletons/can/can (5)_frame_032.jpg,can,red_dot_image,32,can_can (5),
data/skeletons/can/can (5)_frame_033.jpg,can,red_dot_image,33,can_can (5),
data/skeletons/can/can (5)_frame_034.jpg,can,red_dot_image,34,can_can (5),
data/skeletons/can/can (5)_frame_035.jpg,can,red_dot_image,35,can_can (5),
data/skeletons/can/can (5)_frame_036.jpg,can,red_dot_image,36,can_can (5),
data/skeletons/can/can (5)_frame_037.jpg,can,red_dot_image,37,can_can (5),
data/skeletons/can/can (5)_frame_038.jpg,can,red_dot_image,38,can_can (5),
data/landmarks/can/can (6).npy,can,landmark_vector,,can_can (6),37
data/skeletons/can/can (6)_frame_000.jpg,can,red_dot_image,0,can_can (6),
data/skeletons/can/can (6)_frame_001.jpg,can,red_dot_image,1,can_can (6),
data/skeletons/can/can (6)_frame_002.jpg,can,red_dot_image,2,can_can (6),
data/skeletons/can/can (6)_frame_003.jpg,can,red_dot_image,3,can_can (6),
data/skeletons/can/can (6)_frame_004.jpg,can,red_dot_image,4,can_can (6),
data/skeletons/can/can (6)_frame_005.jpg,can,red_dot_image,5,can_can (6),
data/skeletons/can/can (6)_frame_006.jpg,can,red_dot_image,6,can_can (6),
data/skeletons/can/can (6)_frame_007.jpg,can,red_dot_image,7,can_can (6),
data/skeletons/can/can (6)_frame_008.jpg,can,red_dot_image,8,can_can (6),
data/skeletons/can/can (6)_frame_009.jpg,can,red_dot_image,9,can_can (6),
data/skeletons/can/can (6)_frame_010.jpg,can,red_dot_image,10,can_can (6),
data/skeletons/can/can (6)_frame_011.jpg,can,red_dot_image,11,can_can (6),
data/skeletons/can/can (6)_frame_012.jpg,can,red_dot_image,12,can_can (6),
data/skeletons/can/can (6)_frame_013.jpg,can,red_dot_image,13,can_can (6),
data/skeletons/can/can (6)_frame_014.jpg,can,red_dot_image,14,can_can (6),
data/skeletons/can/can (6)_frame_015.jpg,can,red_dot_image,15,can_can (6),
data/skeletons/can/can (6)_frame_016.jpg,can,red_dot_image,16,can_can (6),
data/skeletons/can/can (6)_frame_017.jpg,can,red_dot_image,17,can_can (6),
data/skeletons/can/can (6)_frame_018.jpg,can,red_dot_image,18,can_can (6),
data/skeletons/can/can (6)_frame_019.jpg,can,red_dot_image,19,can_can (6),
data/skeletons/can/can (6)_frame_020.jpg,can,red_dot_image,20,can_can (6),
data/skeletons/can/can (6)_frame_021.jpg,can,red_dot_image,21,can_can (6),
data/skeletons/can/can (6)_frame_022.jpg,can,red_dot_image,22,can_can (6),
data/skeletons/can/can (6)_frame_023.jpg,can,red_dot_image,23,can_can (6),
data/skeletons/can/can (6)_frame_024.jpg,can,red_dot_image,24,can_can (6),
data/skeletons/can/can (6)_frame_025.jpg,can,red_dot_image,25,can_can (6),
data/skeletons/can/can (6)_frame_026.jpg,can,red_dot_image,26,can_can (6),
data/skeletons/can/can (6)_frame_027.jpg,can,red_dot_image,27,can_can (6),
data/skeletons/can/can (6)_frame_028.jpg,can,red_dot_image,28,can_can (6),
data/skeletons/can/can (6)_frame_029.jpg,can,red_dot_image,29,can_can (6),
data/skeletons/can/can (6)_frame_030.jpg,can,red_dot_image,30,can_can (6),
data/skeletons/can/can (6)_frame_031.jpg,can,red_dot_image,31,can_can (6),
data/skeletons/can/can (6)_frame_032.jpg,can,red_dot_image,32,can_can (6),
data/skeletons/can/can (6)_frame_033.jpg,can,red_dot_image,33,can_can (6),
data/skeletons/can/can (6)_frame_034.jpg,can,red_dot_image,34,can_can (6),
data/skeletons/can/can (6)_frame_035.jpg,can,red_dot_image,35,can_can (6),
data/skeletons/can/can (6)_frame_036.jpg,can,red_dot_image,36,can_can (6),
data/landmarks/can/can (7).npy,can,landmark_vector,,can_can (7),22
data/skeletons/can/can (7)_frame_000.jpg,can,red_dot_image,0,can_can (7),
data/skeletons/can/can (7)_frame_001.jpg,can,red_dot_image,1,can_can (7),
data/skeletons/can/can (7)_frame_002.jpg,can,red_dot_image,2,can_can (7),
